rating_id,trip_id,rider_rating_for_driver,driver_rating_for_rider,feedback_text
19068,19068,5,5,Smooth trip
19069,19069,5,5,A bit late to pickup
19072,19072,4,5,
19073,19073,4,5,Excellent service
19074,19074,4,5,A bit late to pickup
19076,19076,4,5,"Great ride, on time!"
19077,19077,5,5,Smooth trip
19078,19078,4,5,A bit late to pickup
19079,19079,4,5,
19080,19080,,,
19081,19081,5,4,
19082,19082,4,5,
19084,19084,4,3,Smooth trip
19085,19085,3,4,Driver was very polite
19086,19086,,,
19087,19087,5,4,Took a longer route than expected
19088,19088,4,4,Took a longer route than expected
19090,19090,5,4,"Great ride, on time!"
19091,19091,4,4,Car could be cleaner
19092,19092,4,4,
19093,19093,3,4,A bit late to pickup
19095,19095,4,5,Driver was very polite
19096,19096,4,5,Smooth trip
19099,19099,4,5,Car could be cleaner
19100,19100,4,5,"Great ride, on time!"
19101,19101,3,4,
19102,19102,4,4,
19103,19103,5,5,Car could be cleaner
19104,19104,5,4,Smooth trip
19105,19105,5,5,A bit late to pickup
19106,19106,4,4,A bit late to pickup
19107,19107,5,5,Took a longer route than expected
19108,19108,3,4,Car could be cleaner
19109,19109,5,4,Car could be cleaner
19110,19110,,,Car could be cleaner
19114,19114,5,5,Driver was very polite
19115,19115,4,5,
19118,19118,4,4,Smooth trip
19119,19119,4,4,Took a longer route than expected
19120,19120,3,4,
19121,19121,5,5,"Great ride, on time!"
19123,19123,4,4,Took a longer route than expected
19124,19124,5,4,Driver was very polite
19125,19125,5,4,Driver was very polite
19126,19126,4,4,"Great ride, on time!"
19127,19127,,,
19130,19130,4,4,Took a longer route than expected
19131,19131,3,5,
19132,19132,4,4,Driver was very polite
19133,19133,5,5,"Great ride, on time!"
19134,19134,5,4,Excellent service
19136,19136,3,4,
19138,19138,4,5,Took a longer route than expected
19139,19139,4,5,
19140,19140,4,5,"Great ride, on time!"
19141,19141,5,5,
19144,19144,4,5,
19145,19145,5,4,Smooth trip
19147,19147,4,4,
19148,19148,,,
19149,19149,5,4,Driver was very polite
19150,19150,,,
19152,19152,5,4,
19154,19154,3,5,Car could be cleaner
19156,19156,4,5,Excellent service
19157,19157,4,4,Smooth trip
19159,19159,4,5,Driver was very polite
19160,19160,,,Car could be cleaner
19161,19161,4,5,Smooth trip
19162,19162,3,4,A bit late to pickup
19163,19163,5,4,Driver was very polite
19164,19164,,,Smooth trip
19165,19165,4,5,Smooth trip
19166,19166,4,3,Driver was very polite
19167,19167,,,A bit late to pickup
19168,19168,5,5,
19169,19169,4,4,Driver was very polite
19170,19170,5,4,Took a longer route than expected
19171,19171,5,4,
19173,19173,5,4,
19174,19174,4,4,Excellent service
19175,19175,4,4,Driver was very polite
19177,19177,4,4,Smooth trip
19181,19181,4,4,"Great ride, on time!"
19184,19184,4,5,"Great ride, on time!"
19185,19185,5,5,Excellent service
19186,19186,4,5,Driver was very polite
19187,19187,5,4,
19188,19188,4,4,A bit late to pickup
19190,19190,,,
19191,19191,3,5,Took a longer route than expected
19192,19192,,,Driver was very polite
19193,19193,4,5,Took a longer route than expected
19194,19194,3,4,Took a longer route than expected
19195,19195,4,5,A bit late to pickup
19196,19196,,,Driver was very polite
19197,19197,5,4,
19198,19198,5,5,Driver was very polite
19200,19200,4,5,
19201,19201,5,4,Excellent service
19202,19202,5,5,
19203,19203,4,4,
19204,19204,5,4,Car could be cleaner
19205,19205,4,5,Smooth trip
19206,19206,,,Car could be cleaner
19207,19207,4,5,A bit late to pickup
19208,19208,,,Car could be cleaner
19209,19209,4,4,Car could be cleaner
19211,19211,,,Excellent service
19212,19212,5,5,Excellent service
19213,19213,5,5,
19214,19214,5,4,
19215,19215,4,4,Excellent service
19217,19217,,,Driver was very polite
19218,19218,5,5,Took a longer route than expected
19219,19219,5,5,
19221,19221,5,5,Smooth trip
19223,19223,,,Driver was very polite
19224,19224,,,Driver was very polite
19225,19225,5,4,Driver was very polite
19227,19227,5,4,Car could be cleaner
19228,19228,5,4,
19229,19229,5,4,Took a longer route than expected
19230,19230,4,5,Smooth trip
19231,19231,4,5,
19232,19232,3,5,A bit late to pickup
19233,19233,4,4,A bit late to pickup
19234,19234,5,5,
19236,19236,4,5,"Great ride, on time!"
19238,19238,,,A bit late to pickup
19239,19239,4,3,Excellent service
19240,19240,,,Car could be cleaner
19241,19241,,,Smooth trip
19242,19242,5,5,Took a longer route than expected
19244,19244,4,4,"Great ride, on time!"
19245,19245,,,Car could be cleaner
19246,19246,5,4,
19249,19249,5,5,
19250,19250,3,4,"Great ride, on time!"
19251,19251,5,4,Smooth trip
19252,19252,5,5,"Great ride, on time!"
19253,19253,5,5,
19254,19254,4,4,Car could be cleaner
19255,19255,4,5,
19256,19256,5,5,
19259,19259,5,5,Took a longer route than expected
19262,19262,5,5,Driver was very polite
19263,19263,4,4,Took a longer route than expected
19264,19264,,,
19265,19265,5,5,Smooth trip
19266,19266,4,5,A bit late to pickup
19267,19267,4,5,
19268,19268,4,5,
19269,19269,3,5,
19270,19270,4,4,
19271,19271,4,4,Excellent service
19272,19272,4,4,Driver was very polite
19273,19273,4,4,Smooth trip
19274,19274,,,
19276,19276,3,5,A bit late to pickup
19277,19277,5,5,
19278,19278,5,4,Driver was very polite
19280,19280,4,5,
19281,19281,4,4,"Great ride, on time!"
19283,19283,,,Smooth trip
19284,19284,5,4,
19285,19285,4,4,Car could be cleaner
19286,19286,4,4,Driver was very polite
19288,19288,4,5,A bit late to pickup
19290,19290,5,5,Smooth trip
19292,19292,4,4,
19293,19293,4,4,
19295,19295,4,4,A bit late to pickup
19297,19297,5,5,
19298,19298,4,5,
19299,19299,5,3,
19300,19300,4,4,
19301,19301,5,5,Smooth trip
19303,19303,,,Driver was very polite
19306,19306,,,
19307,19307,,,Took a longer route than expected
19309,19309,5,4,
19311,19311,5,4,
19313,19313,3,4,
19314,19314,4,4,
19315,19315,,,Excellent service
19316,19316,3,4,Took a longer route than expected
19317,19317,,,
19318,19318,4,4,Took a longer route than expected
19319,19319,5,5,
19320,19320,4,3,Driver was very polite
19321,19321,,,
19322,19322,3,4,Car could be cleaner
19323,19323,3,4,A bit late to pickup
19324,19324,3,5,Driver was very polite
19325,19325,4,4,
19326,19326,5,5,Car could be cleaner
19327,19327,,,A bit late to pickup
19328,19328,4,5,Driver was very polite
19329,19329,4,4,A bit late to pickup
19330,19330,5,5,
19331,19331,5,5,
19332,19332,,,
19333,19333,4,5,Excellent service
19335,19335,5,4,
19336,19336,5,4,
19337,19337,,,Took a longer route than expected
19338,19338,,,Smooth trip
19340,19340,5,5,Took a longer route than expected
19341,19341,4,4,Excellent service
19342,19342,4,4,Car could be cleaner
19343,19343,3,4,
19344,19344,3,4,Took a longer route than expected
19345,19345,5,5,Driver was very polite
19346,19346,,,Car could be cleaner
19347,19347,5,5,Driver was very polite
19348,19348,,,Driver was very polite
19349,19349,5,5,
19350,19350,4,4,Excellent service
19351,19351,5,5,
19352,19352,4,5,Driver was very polite
19355,19355,3,5,Took a longer route than expected
19356,19356,5,5,Smooth trip
19357,19357,4,5,"Great ride, on time!"
19358,19358,4,4,
19359,19359,,,Took a longer route than expected
19360,19360,5,5,"Great ride, on time!"
19361,19361,5,5,Driver was very polite
19363,19363,5,4,A bit late to pickup
19364,19364,5,4,Took a longer route than expected
19365,19365,4,5,A bit late to pickup
19366,19366,,,Excellent service
19367,19367,5,5,A bit late to pickup
19368,19368,5,5,Driver was very polite
19369,19369,5,4,
19370,19370,5,5,
19372,19372,3,4,Took a longer route than expected
19373,19373,3,4,
19374,19374,5,5,
19376,19376,5,5,"Great ride, on time!"
19377,19377,5,5,A bit late to pickup
19379,19379,,,Excellent service
19380,19380,4,5,Driver was very polite
19382,19382,5,3,Excellent service
19383,19383,4,4,
19385,19385,5,4,"Great ride, on time!"
19386,19386,5,4,Took a longer route than expected
19387,19387,,,Took a longer route than expected
19388,19388,4,5,Excellent service
19389,19389,4,4,
19390,19390,4,4,Car could be cleaner
19391,19391,5,4,Car could be cleaner
19393,19393,,,
19394,19394,5,5,Driver was very polite
19396,19396,,,A bit late to pickup
19397,19397,,,Car could be cleaner
19398,19398,,,"Great ride, on time!"
19400,19400,5,5,
19401,19401,4,4,
19404,19404,5,4,Smooth trip
19406,19406,5,5,Smooth trip
19408,19408,4,4,
19409,19409,3,4,Smooth trip
19411,19411,,,Excellent service
19412,19412,5,4,
19413,19413,5,5,Car could be cleaner
19414,19414,4,5,
19415,19415,2,5,Car could be cleaner
19416,19416,4,5,Took a longer route than expected
19417,19417,4,4,A bit late to pickup
19418,19418,5,5,
19419,19419,3,4,
19420,19420,4,4,
19421,19421,5,4,Excellent service
19422,19422,5,4,Driver was very polite
19423,19423,5,4,
19426,19426,4,5,
19428,19428,5,3,Driver was very polite
19429,19429,,,"Great ride, on time!"
19430,19430,5,4,A bit late to pickup
19431,19431,5,4,Took a longer route than expected
19432,19432,,,Car could be cleaner
19433,19433,5,5,Smooth trip
19434,19434,3,5,Took a longer route than expected
19435,19435,,,Smooth trip
19436,19436,5,5,A bit late to pickup
19437,19437,4,5,Smooth trip
19438,19438,5,4,Took a longer route than expected
19439,19439,,,
19440,19440,4,5,
19441,19441,4,5,Smooth trip
19442,19442,5,5,
19443,19443,,,
19444,19444,5,5,Smooth trip
19446,19446,,,Excellent service
19447,19447,5,4,Driver was very polite
19448,19448,,,
19451,19451,4,5,Car could be cleaner
19453,19453,5,4,Excellent service
19454,19454,,,Smooth trip
19455,19455,5,3,Car could be cleaner
19456,19456,4,5,Smooth trip
19457,19457,4,5,
19458,19458,4,4,Smooth trip
19459,19459,3,5,Car could be cleaner
19460,19460,4,5,
19461,19461,,,"Great ride, on time!"
19462,19462,4,4,
19463,19463,5,5,
19464,19464,4,4,Car could be cleaner
19465,19465,,,"Great ride, on time!"
19466,19466,5,4,Excellent service
19467,19467,,,
19468,19468,4,4,"Great ride, on time!"
19469,19469,3,4,"Great ride, on time!"
19472,19472,4,5,Car could be cleaner
19473,19473,5,4,
19475,19475,5,4,Driver was very polite
19477,19477,5,4,Excellent service
19479,19479,5,5,
19480,19480,4,5,Car could be cleaner
19481,19481,5,5,Driver was very polite
19482,19482,4,5,Smooth trip
19483,19483,4,5,
19484,19484,5,5,
19485,19485,,,Driver was very polite
19486,19486,,,Took a longer route than expected
19487,19487,4,4,A bit late to pickup
19489,19489,,,A bit late to pickup
19490,19490,4,5,"Great ride, on time!"
19491,19491,4,5,"Great ride, on time!"
19492,19492,3,3,Car could be cleaner
19493,19493,5,5,Driver was very polite
19494,19494,5,4,Took a longer route than expected
19495,19495,,,
19496,19496,5,5,
19497,19497,4,4,
19498,19498,5,5,
19499,19499,4,4,Excellent service
19500,19500,5,4,Excellent service
19501,19501,,,A bit late to pickup
19503,19503,5,4,Excellent service
19504,19504,4,5,Took a longer route than expected
19505,19505,4,5,Car could be cleaner
19506,19506,5,4,Car could be cleaner
19508,19508,,,Car could be cleaner
19509,19509,4,4,Took a longer route than expected
19510,19510,5,3,Car could be cleaner
19512,19512,4,5,Excellent service
19513,19513,4,5,
19514,19514,5,5,
19515,19515,4,5,Excellent service
19516,19516,3,5,
19517,19517,4,5,
19518,19518,5,4,Car could be cleaner
19519,19519,5,5,Smooth trip
19522,19522,5,4,Took a longer route than expected
19523,19523,5,5,"Great ride, on time!"
19524,19524,5,4,Driver was very polite
19525,19525,4,5,"Great ride, on time!"
19526,19526,4,4,Smooth trip
19527,19527,,,
19528,19528,,,"Great ride, on time!"
19529,19529,,,Excellent service
19530,19530,3,5,
19532,19532,4,5,
19533,19533,5,5,Driver was very polite
19534,19534,4,4,Took a longer route than expected
19535,19535,4,5,Took a longer route than expected
19536,19536,5,5,Smooth trip
19537,19537,5,5,Excellent service
19538,19538,4,5,Excellent service
19539,19539,4,3,Excellent service
19540,19540,,,
19541,19541,4,5,Driver was very polite
19542,19542,3,5,Car could be cleaner
19543,19543,4,3,
19544,19544,4,3,
19546,19546,5,4,Driver was very polite
19547,19547,5,3,
19548,19548,4,3,Car could be cleaner
19549,19549,4,4,
19551,19551,5,4,Excellent service
19552,19552,4,5,Took a longer route than expected
19553,19553,4,5,
19554,19554,4,5,
19555,19555,5,4,
19557,19557,,,Smooth trip
19558,19558,4,4,Took a longer route than expected
19559,19559,5,5,
19560,19560,5,4,Excellent service
19561,19561,4,5,Driver was very polite
19562,19562,4,4,A bit late to pickup
19563,19563,,,Took a longer route than expected
19564,19564,4,4,
19565,19565,4,4,Driver was very polite
19568,19568,3,4,Smooth trip
19569,19569,4,5,A bit late to pickup
19571,19571,4,5,"Great ride, on time!"
19572,19572,5,4,Took a longer route than expected
19574,19574,5,4,A bit late to pickup
19575,19575,5,4,
19576,19576,5,4,Smooth trip
19577,19577,,,Smooth trip
19578,19578,5,5,"Great ride, on time!"
19579,19579,4,5,
19580,19580,5,5,Driver was very polite
19582,19582,4,4,
19583,19583,5,5,
19584,19584,5,4,Car could be cleaner
19585,19585,3,5,Car could be cleaner
19586,19586,,,Smooth trip
19588,19588,4,5,
19589,19589,,,
19591,19591,4,3,A bit late to pickup
19592,19592,5,4,Excellent service
19593,19593,4,5,Excellent service
19594,19594,4,5,Smooth trip
19595,19595,5,5,Excellent service
19596,19596,5,5,Smooth trip
19597,19597,4,4,A bit late to pickup
19598,19598,3,4,"Great ride, on time!"
19600,19600,3,4,Car could be cleaner
19601,19601,5,5,
19602,19602,3,5,
19603,19603,,,A bit late to pickup
19604,19604,4,5,Excellent service
19605,19605,4,5,"Great ride, on time!"
19606,19606,3,5,"Great ride, on time!"
19607,19607,5,4,Took a longer route than expected
19608,19608,5,5,Driver was very polite
19609,19609,,,
19610,19610,4,5,Excellent service
19611,19611,5,4,Took a longer route than expected
19614,19614,5,5,
19617,19617,5,4,Excellent service
19618,19618,4,5,
19620,19620,5,4,Driver was very polite
19621,19621,,,Driver was very polite
19622,19622,4,4,Driver was very polite
19623,19623,4,4,"Great ride, on time!"
19624,19624,5,4,A bit late to pickup
19625,19625,4,4,Excellent service
19626,19626,3,4,
19628,19628,5,4,Excellent service
19629,19629,4,4,Car could be cleaner
19630,19630,,,A bit late to pickup
19631,19631,4,5,
19632,19632,5,4,Took a longer route than expected
19633,19633,4,4,Driver was very polite
19634,19634,3,5,Took a longer route than expected
19635,19635,4,5,
19636,19636,5,5,"Great ride, on time!"
19638,19638,4,4,Car could be cleaner
19640,19640,4,5,"Great ride, on time!"
19641,19641,3,4,Smooth trip
19642,19642,,,Smooth trip
19643,19643,5,5,Driver was very polite
19647,19647,,,
19648,19648,4,4,
19649,19649,4,4,Took a longer route than expected
19650,19650,4,3,Car could be cleaner
19651,19651,5,4,Excellent service
19652,19652,5,3,
19653,19653,,,Took a longer route than expected
19654,19654,5,4,Took a longer route than expected
19655,19655,4,5,Driver was very polite
19656,19656,5,4,Driver was very polite
19657,19657,,,Took a longer route than expected
19658,19658,,,Car could be cleaner
19659,19659,4,5,Car could be cleaner
19660,19660,5,5,A bit late to pickup
19661,19661,4,4,
19662,19662,4,4,Car could be cleaner
19663,19663,4,4,Car could be cleaner
19664,19664,3,4,Car could be cleaner
19665,19665,4,4,A bit late to pickup
19666,19666,,,
19667,19667,,,"Great ride, on time!"
19668,19668,4,4,Took a longer route than expected
19669,19669,,,A bit late to pickup
19670,19670,4,5,Car could be cleaner
19671,19671,5,5,
19672,19672,5,4,Car could be cleaner
19673,19673,4,5,
19675,19675,4,4,A bit late to pickup
19676,19676,5,4,Driver was very polite
19677,19677,,,Excellent service
19678,19678,5,5,Took a longer route than expected
19679,19679,4,5,Excellent service
19680,19680,,,"Great ride, on time!"
19681,19681,5,4,Excellent service
19682,19682,4,5,Smooth trip
19683,19683,5,4,Smooth trip
19684,19684,4,4,
19685,19685,,,"Great ride, on time!"
19686,19686,4,4,Car could be cleaner
19687,19687,4,4,Car could be cleaner
19688,19688,4,5,Took a longer route than expected
19689,19689,,,Smooth trip
19690,19690,5,4,Smooth trip
19691,19691,5,4,"Great ride, on time!"
19692,19692,,,"Great ride, on time!"
19693,19693,,,Driver was very polite
19694,19694,4,4,A bit late to pickup
19696,19696,3,4,
19698,19698,5,5,Smooth trip
19699,19699,4,3,Took a longer route than expected
19700,19700,5,5,A bit late to pickup
19701,19701,,,Smooth trip
19702,19702,4,4,
19703,19703,4,5,
19704,19704,5,4,Excellent service
19705,19705,4,4,Took a longer route than expected
19706,19706,4,5,Car could be cleaner
19708,19708,5,5,Car could be cleaner
19710,19710,,,Smooth trip
19711,19711,5,4,Driver was very polite
19712,19712,5,5,
19713,19713,,,
19714,19714,5,3,Car could be cleaner
19716,19716,,,Excellent service
19717,19717,4,5,Excellent service
19718,19718,4,4,
19721,19721,4,5,
19724,19724,5,5,
19725,19725,5,4,
19726,19726,5,3,
19728,19728,5,4,
19729,19729,5,5,Smooth trip
19730,19730,5,5,Excellent service
19731,19731,5,4,Driver was very polite
19732,19732,5,4,Took a longer route than expected
19733,19733,4,5,Excellent service
19734,19734,,,
19735,19735,5,4,Smooth trip
19736,19736,4,3,
19738,19738,3,4,"Great ride, on time!"
19739,19739,,,
19740,19740,4,4,A bit late to pickup
19741,19741,5,3,Took a longer route than expected
19742,19742,4,5,Driver was very polite
19744,19744,4,4,
19745,19745,4,5,Car could be cleaner
19746,19746,4,4,Excellent service
19747,19747,,,Took a longer route than expected
19748,19748,4,5,
19749,19749,5,4,Car could be cleaner
19750,19750,,,Car could be cleaner
19751,19751,,,"Great ride, on time!"
19753,19753,4,4,Excellent service
19754,19754,4,4,
19755,19755,5,3,Took a longer route than expected
19756,19756,5,4,Driver was very polite
19757,19757,4,4,Smooth trip
19759,19759,5,4,
19761,19761,,,A bit late to pickup
19763,19763,4,4,
19764,19764,5,5,
19765,19765,,,Car could be cleaner
19766,19766,4,5,A bit late to pickup
19767,19767,5,4,
19768,19768,4,4,"Great ride, on time!"
19769,19769,,,"Great ride, on time!"
19770,19770,5,5,
19772,19772,5,4,Smooth trip
19773,19773,3,3,
19774,19774,4,5,Excellent service
19775,19775,5,4,
19777,19777,4,5,Driver was very polite
19778,19778,4,5,"Great ride, on time!"
19779,19779,5,5,Car could be cleaner
19780,19780,4,5,
19781,19781,4,4,
19782,19782,4,5,Smooth trip
19783,19783,4,5,
19784,19784,3,5,
19785,19785,,,Took a longer route than expected
19786,19786,4,5,Excellent service
19788,19788,3,5,
19789,19789,4,4,A bit late to pickup
19790,19790,4,4,"Great ride, on time!"
19791,19791,5,4,A bit late to pickup
19792,19792,4,5,
19793,19793,5,3,Smooth trip
19794,19794,5,5,"Great ride, on time!"
19795,19795,5,5,Excellent service
19796,19796,5,4,
19797,19797,,,"Great ride, on time!"
19798,19798,5,5,Took a longer route than expected
19800,19800,4,5,"Great ride, on time!"
19801,19801,4,5,A bit late to pickup
19802,19802,4,4,Excellent service
19803,19803,5,4,Car could be cleaner
19804,19804,4,4,Driver was very polite
19805,19805,,,
19806,19806,4,5,Car could be cleaner
19807,19807,4,4,Smooth trip
19808,19808,5,5,"Great ride, on time!"
19810,19810,4,3,
19811,19811,5,4,A bit late to pickup
19813,19813,4,5,"Great ride, on time!"
19814,19814,3,4,
19815,19815,5,5,A bit late to pickup
19816,19816,,,Driver was very polite
19817,19817,4,4,Driver was very polite
19818,19818,,,Took a longer route than expected
19819,19819,3,4,Took a longer route than expected
19820,19820,,,
19821,19821,5,5,
19822,19822,,,A bit late to pickup
19824,19824,5,5,Smooth trip
19825,19825,3,5,Excellent service
19826,19826,5,3,A bit late to pickup
19827,19827,5,5,Car could be cleaner
19829,19829,5,4,"Great ride, on time!"
19830,19830,4,4,"Great ride, on time!"
19831,19831,4,5,Smooth trip
19832,19832,,,Driver was very polite
19833,19833,,,A bit late to pickup
19834,19834,,,
19835,19835,,,Driver was very polite
19836,19836,5,5,Smooth trip
19837,19837,4,4,
19838,19838,4,5,
19839,19839,5,4,
19840,19840,5,4,Car could be cleaner
19841,19841,5,4,
19842,19842,3,5,Took a longer route than expected
19843,19843,5,5,Excellent service
19844,19844,3,4,
19845,19845,,,Took a longer route than expected
19847,19847,5,5,
19848,19848,4,4,
19849,19849,5,4,Smooth trip
19850,19850,4,5,
19851,19851,4,4,
19853,19853,4,5,"Great ride, on time!"
19854,19854,4,5,Smooth trip
19855,19855,4,5,A bit late to pickup
19858,19858,5,5,
19859,19859,,,"Great ride, on time!"
19861,19861,5,5,"Great ride, on time!"
19862,19862,4,5,A bit late to pickup
19863,19863,4,3,Car could be cleaner
19864,19864,5,5,A bit late to pickup
19865,19865,5,5,Excellent service
19866,19866,5,4,Smooth trip
19867,19867,4,4,Driver was very polite
19869,19869,,,Driver was very polite
19870,19870,4,4,Took a longer route than expected
19871,19871,4,5,"Great ride, on time!"
19872,19872,5,5,Smooth trip
19874,19874,4,4,"Great ride, on time!"
19875,19875,3,5,A bit late to pickup
19876,19876,4,3,Smooth trip
19878,19878,,,Driver was very polite
19879,19879,5,5,A bit late to pickup
19880,19880,4,5,"Great ride, on time!"
19881,19881,5,4,"Great ride, on time!"
19883,19883,5,4,Excellent service
19884,19884,,,Smooth trip
19886,19886,5,5,Car could be cleaner
19887,19887,4,4,"Great ride, on time!"
19888,19888,5,5,"Great ride, on time!"
19890,19890,4,4,Driver was very polite
19891,19891,4,5,Driver was very polite
19892,19892,5,4,A bit late to pickup
19894,19894,,,
19897,19897,4,4,A bit late to pickup
19898,19898,5,4,A bit late to pickup
19899,19899,4,4,Driver was very polite
19900,19900,,,"Great ride, on time!"
19901,19901,,,
19902,19902,,,"Great ride, on time!"
19905,19905,5,4,Excellent service
19906,19906,5,5,A bit late to pickup
19908,19908,,,Car could be cleaner
19909,19909,4,4,A bit late to pickup
19910,19910,4,5,
19911,19911,4,5,"Great ride, on time!"
19912,19912,4,5,Driver was very polite
19913,19913,,,Took a longer route than expected
19914,19914,,,Driver was very polite
19916,19916,5,3,Excellent service
19917,19917,4,4,Car could be cleaner
19918,19918,3,5,
19919,19919,5,4,Excellent service
19920,19920,4,4,Car could be cleaner
19921,19921,4,5,Took a longer route than expected
19922,19922,3,5,"Great ride, on time!"
19923,19923,5,5,"Great ride, on time!"
19927,19927,4,5,
19928,19928,4,5,Driver was very polite
19930,19930,4,4,
19932,19932,4,5,Excellent service
19933,19933,4,3,Car could be cleaner
19935,19935,,,
19936,19936,5,5,
19937,19937,4,4,"Great ride, on time!"
19938,19938,5,5,
19939,19939,3,4,Took a longer route than expected
19940,19940,5,4,Car could be cleaner
19941,19941,4,4,
19942,19942,,,"Great ride, on time!"
19943,19943,5,4,Car could be cleaner
19944,19944,2,5,Smooth trip
19945,19945,,,Excellent service
19946,19946,5,3,Took a longer route than expected
19947,19947,5,4,
19948,19948,,,A bit late to pickup
19949,19949,5,3,Car could be cleaner
19950,19950,4,5,Took a longer route than expected
19952,19952,4,5,Took a longer route than expected
19953,19953,4,5,Driver was very polite
19955,19955,5,4,
19956,19956,5,4,Excellent service
19958,19958,5,4,
19960,19960,5,4,Driver was very polite
19961,19961,5,5,Took a longer route than expected
19963,19963,4,4,A bit late to pickup
19964,19964,5,5,Driver was very polite
19965,19965,5,4,Driver was very polite
19966,19966,4,4,Car could be cleaner
19967,19967,5,4,
19968,19968,5,5,
19969,19969,5,4,Driver was very polite
19970,19970,,,
19971,19971,,,Took a longer route than expected
19972,19972,4,5,Driver was very polite
19973,19973,4,4,Took a longer route than expected
19975,19975,,,Driver was very polite
19976,19976,4,3,Took a longer route than expected
19977,19977,5,5,Excellent service
19978,19978,5,5,"Great ride, on time!"
19979,19979,,,"Great ride, on time!"
19980,19980,3,5,Driver was very polite
19981,19981,5,5,
19982,19982,3,5,Took a longer route than expected
19983,19983,4,4,Smooth trip
19985,19985,4,5,Took a longer route than expected
19986,19986,5,5,Excellent service
19987,19987,3,4,"Great ride, on time!"
19988,19988,4,3,Driver was very polite
19989,19989,5,5,A bit late to pickup
19990,19990,4,5,A bit late to pickup
19991,19991,4,4,Smooth trip
19992,19992,,,Excellent service
19994,19994,5,5,
19995,19995,5,4,"Great ride, on time!"
19996,19996,3,5,A bit late to pickup
19997,19997,,,
19998,19998,3,4,"Great ride, on time!"
19999,19999,4,5,"Great ride, on time!"
20000,20000,5,4,Driver was very polite
20001,20001,5,5,Smooth trip
20002,20002,5,4,Excellent service
20004,20004,4,5,Car could be cleaner
20005,20005,5,3,A bit late to pickup
20006,20006,,,Took a longer route than expected
20007,20007,5,3,Car could be cleaner
20008,20008,4,5,A bit late to pickup
20009,20009,5,5,Car could be cleaner
20011,20011,,,Excellent service
20012,20012,4,4,
20014,20014,5,5,A bit late to pickup
20016,20016,4,4,A bit late to pickup
20017,20017,5,4,Driver was very polite
20018,20018,5,5,"Great ride, on time!"
20019,20019,4,4,Excellent service
20020,20020,5,5,Driver was very polite
20021,20021,5,5,
20022,20022,4,5,
20023,20023,5,4,
20024,20024,,,Driver was very polite
20026,20026,5,4,Driver was very polite
20027,20027,4,5,Driver was very polite
20028,20028,4,4,
20030,20030,5,5,"Great ride, on time!"
20031,20031,4,4,
20032,20032,5,4,
20033,20033,4,4,"Great ride, on time!"
20034,20034,4,4,Driver was very polite
20036,20036,5,4,Driver was very polite
20037,20037,5,5,Excellent service
20040,20040,5,4,A bit late to pickup
20041,20041,5,5,Excellent service
20042,20042,4,5,Excellent service
20043,20043,5,5,Excellent service
20045,20045,5,4,Smooth trip
20046,20046,,,
20047,20047,,,
20048,20048,4,4,Car could be cleaner
20049,20049,,,Car could be cleaner
20051,20051,5,5,Took a longer route than expected
20052,20052,4,5,
20053,20053,,,"Great ride, on time!"
20054,20054,4,5,A bit late to pickup
20055,20055,4,5,Smooth trip
20056,20056,4,5,
20058,20058,5,5,"Great ride, on time!"
20062,20062,,,"Great ride, on time!"
20063,20063,5,5,Smooth trip
20064,20064,5,3,
20065,20065,5,5,
20066,20066,4,4,Took a longer route than expected
20067,20067,4,5,Smooth trip
20069,20069,5,4,Driver was very polite
20071,20071,5,4,"Great ride, on time!"
20073,20073,5,5,
20074,20074,4,5,
20075,20075,4,5,Smooth trip
20078,20078,4,4,Car could be cleaner
20079,20079,5,4,"Great ride, on time!"
20080,20080,,,Driver was very polite
20081,20081,,,Car could be cleaner
20082,20082,5,4,Car could be cleaner
20083,20083,4,5,"Great ride, on time!"
20084,20084,4,4,Driver was very polite
20085,20085,5,4,
20086,20086,,,"Great ride, on time!"
20087,20087,4,4,
20088,20088,,,A bit late to pickup
20089,20089,4,4,Driver was very polite
20090,20090,5,5,A bit late to pickup
20091,20091,5,4,Car could be cleaner
20092,20092,5,5,"Great ride, on time!"
20093,20093,5,5,
20094,20094,5,4,Took a longer route than expected
20095,20095,,,"Great ride, on time!"
20096,20096,5,4,Excellent service
20097,20097,5,5,Smooth trip
20098,20098,5,3,Took a longer route than expected
20100,20100,4,5,Excellent service
20102,20102,,,
20103,20103,5,5,Took a longer route than expected
20104,20104,,,Driver was very polite
20105,20105,5,4,
20106,20106,3,4,"Great ride, on time!"
20108,20108,4,5,Smooth trip
20109,20109,4,5,Driver was very polite
20110,20110,4,5,A bit late to pickup
20113,20113,5,4,Driver was very polite
20114,20114,4,5,Excellent service
20115,20115,5,4,Excellent service
20117,20117,3,5,"Great ride, on time!"
20118,20118,5,4,Excellent service
20119,20119,4,5,Car could be cleaner
20120,20120,5,5,Driver was very polite
20121,20121,4,4,Took a longer route than expected
20122,20122,3,4,Excellent service
20123,20123,5,4,Excellent service
20125,20125,4,5,Driver was very polite
20126,20126,,,Driver was very polite
20127,20127,3,4,Excellent service
20128,20128,5,5,Excellent service
20129,20129,3,4,
20130,20130,5,5,
20131,20131,,,"Great ride, on time!"
20132,20132,5,4,Car could be cleaner
20133,20133,4,5,Took a longer route than expected
20134,20134,5,4,Driver was very polite
20135,20135,5,5,Excellent service
20136,20136,5,5,Excellent service
