payment_id,trip_id,amount,payment_method,payment_status,payment_datetime
16962,16962,176.61,Card,Success,2025-04-25 15:27:06
16963,16963,36.84,Cash,Success,2025-04-25 16:03:18
16964,16964,51.04,Card,Refunded,2025-04-25 16:09:18
16965,16965,59.82,Wallet,Success,2025-04-25 16:11:00
16966,16966,95.62,Cash,Success,2025-04-25 16:32:30
16967,16967,129.34,Card,Success,2025-04-25 16:58:36
16968,16968,35.52,Card,Success,2025-04-25 17:06:30
16969,16969,178.16,Card,Success,2025-04-25 17:07:12
16970,16970,183.31,UPI,Success,2025-04-25 17:30:36
16971,16971,100.48,Cash,Success,2025-04-25 17:06:24
16972,16972,197.97,Cash,Success,2025-04-25 17:17:42
16973,16973,248.64,UPI,Success,2025-04-25 18:16:36
16974,16974,186.85,Cash,Success,2025-04-25 17:44:06
16975,16975,76.89,Wallet,Success,2025-04-25 17:51:54
16976,16976,125.93,UPI,Success,2025-04-25 18:19:18
16977,16977,203.41,UPI,Success,2025-04-25 18:19:12
16978,16978,78.69,UPI,Success,2025-04-25 18:07:06
16979,16979,91.99,Card,Success,2025-04-25 18:22:12
16980,16980,0.0,UPI,Not_Applicable,
16981,16981,66.88,Wallet,Success,2025-04-25 18:21:00
16982,16982,175.36,Card,Success,2025-04-25 18:08:42
16983,16983,0.0,UPI,Not_Applicable,
16984,16984,73.17,Card,Success,2025-04-25 18:19:48
16985,16985,0.0,Card,Not_Applicable,
16986,16986,355.65,UPI,Success,2025-04-25 18:43:30
16987,16987,44.91,Cash,Success,2025-04-25 18:30:36
16988,16988,27.0,UPI,Success,2025-04-25 18:38:30
16989,16989,0.0,UPI,Not_Applicable,
16990,16990,0.0,Cash,Not_Applicable,
16991,16991,195.2,UPI,Success,2025-04-25 19:22:24
16992,16992,0.0,Cash,Not_Applicable,
16993,16993,544.65,UPI,Success,2025-04-25 19:39:12
16994,16994,0.0,UPI,Not_Applicable,
16995,16995,200.15,Cash,Failed,2025-04-25 19:28:30
16996,16996,165.07,UPI,Success,2025-04-25 19:28:24
16997,16997,0.0,Card,Not_Applicable,
16998,16998,43.12,Card,Success,2025-04-25 19:09:00
16999,16999,398.73,Card,Success,2025-04-25 20:18:42
17000,17000,0.0,UPI,Not_Applicable,
17001,17001,45.36,Cash,Success,2025-04-25 19:19:42
17002,17002,78.12,Card,Success,2025-04-25 19:37:24
17003,17003,152.88,UPI,Success,2025-04-25 19:52:12
17004,17004,61.91,Cash,Success,2025-04-25 19:34:00
17005,17005,60.98,Card,Success,2025-04-25 19:45:06
17006,17006,197.49,UPI,Success,2025-04-25 20:07:54
17007,17007,277.65,UPI,Success,2025-04-25 20:29:42
17008,17008,0.0,Wallet,Not_Applicable,
17009,17009,172.58,Cash,Success,2025-04-25 20:11:12
17010,17010,196.54,Cash,Success,2025-04-25 20:30:00
17011,17011,389.56,Card,Success,2025-04-25 20:59:00
17012,17012,255.45,UPI,Success,2025-04-25 21:01:12
17013,17013,0.0,Cash,Not_Applicable,
17014,17014,205.97,Wallet,Success,2025-04-25 21:08:54
17015,17015,0.0,UPI,Not_Applicable,
17016,17016,184.69,Card,Success,2025-04-25 21:35:12
17017,17017,100.12,Card,Success,2025-04-25 21:39:18
17018,17018,51.94,UPI,Success,2025-04-25 21:28:00
17019,17019,291.97,Card,Success,2025-04-25 22:06:54
17020,17020,216.91,Card,Success,2025-04-25 22:14:18
17021,17021,0.0,Cash,Not_Applicable,
17022,17022,322.49,Card,Success,2025-04-25 22:33:24
17023,17023,92.17,UPI,Success,2025-04-25 22:31:30
17024,17024,0.0,UPI,Not_Applicable,
17025,17025,173.01,UPI,Success,2025-04-25 22:42:00
17026,17026,210.51,Card,Failed,2025-04-25 22:49:06
17027,17027,188.41,Card,Success,2025-04-25 22:47:30
17028,17028,83.94,Cash,Success,2025-04-25 23:05:06
17029,17029,74.17,Wallet,Success,2025-04-25 23:14:00
17030,17030,234.82,Card,Success,2025-04-25 23:11:42
17031,17031,0.0,Card,Not_Applicable,
17032,17032,32.14,UPI,Success,2025-04-25 23:13:54
17033,17033,199.73,Cash,Success,2025-04-25 23:30:42
17034,17034,211.13,Wallet,Success,2025-04-26 00:22:48
17035,17035,0.0,UPI,Not_Applicable,
17036,17036,0.0,Card,Not_Applicable,
17037,17037,0.0,UPI,Not_Applicable,
17038,17038,288.65,Cash,Success,2025-04-26 05:51:36
17039,17039,65.06,Cash,Success,2025-04-26 05:13:12
17040,17040,0.0,UPI,Not_Applicable,
17041,17041,0.0,Card,Not_Applicable,
17042,17042,337.63,UPI,Success,2025-04-26 06:57:00
17043,17043,0.0,Card,Not_Applicable,
17044,17044,147.47,Cash,Success,2025-04-26 06:42:36
17045,17045,26.44,Card,Success,2025-04-26 06:42:54
17046,17046,93.62,UPI,Success,2025-04-26 07:42:42
17047,17047,100.69,Card,Success,2025-04-26 07:45:54
17048,17048,50.35,Cash,Success,2025-04-26 07:41:42
17049,17049,68.64,Card,Success,2025-04-26 07:46:12
17050,17050,59.76,Wallet,Success,2025-04-26 07:47:18
17051,17051,62.78,Card,Success,2025-04-26 07:56:36
17052,17052,0.0,Card,Not_Applicable,
17053,17053,73.28,UPI,Success,2025-04-26 08:15:42
17054,17054,80.31,UPI,Success,2025-04-26 08:08:42
17055,17055,0.0,Card,Not_Applicable,
17056,17056,215.98,UPI,Success,2025-04-26 08:41:36
17057,17057,128.03,Card,Success,2025-04-26 08:41:36
17058,17058,149.94,UPI,Success,2025-04-26 08:50:54
17059,17059,0.0,Wallet,Not_Applicable,
17060,17060,0.0,UPI,Not_Applicable,
17061,17061,104.42,Card,Success,2025-04-26 08:57:24
17062,17062,0.0,UPI,Not_Applicable,
17063,17063,59.74,Card,Success,2025-04-26 08:52:30
17064,17064,0.0,Card,Not_Applicable,
17065,17065,68.07,Wallet,Success,2025-04-26 09:23:30
17066,17066,0.0,UPI,Not_Applicable,
17067,17067,285.57,Card,Success,2025-04-26 09:35:12
17068,17068,226.52,UPI,Success,2025-04-26 10:02:24
17069,17069,0.0,Wallet,Not_Applicable,
17070,17070,0.0,UPI,Not_Applicable,
17071,17071,0.0,Card,Not_Applicable,
17072,17072,192.74,Wallet,Success,2025-04-26 09:49:42
17073,17073,102.97,UPI,Success,2025-04-26 10:04:24
17074,17074,554.34,UPI,Success,2025-04-26 10:40:54
17075,17075,285.74,UPI,Success,2025-04-26 10:44:24
17076,17076,79.52,Card,Success,2025-04-26 10:55:42
17077,17077,170.87,Card,Failed,2025-04-26 11:00:24
17078,17078,209.99,UPI,Success,2025-04-26 10:46:30
17079,17079,53.58,UPI,Success,2025-04-26 10:52:30
17080,17080,0.0,Card,Not_Applicable,
17081,17081,166.41,Cash,Success,2025-04-26 11:35:42
17082,17082,0.0,Card,Not_Applicable,
17083,17083,243.69,UPI,Success,2025-04-26 11:31:18
17084,17084,186.4,Card,Success,2025-04-26 11:47:00
17085,17085,69.85,Card,Success,2025-04-26 12:05:36
17086,17086,0.0,Cash,Not_Applicable,
17087,17087,62.36,Cash,Success,2025-04-26 12:01:36
17088,17088,68.06,Card,Success,2025-04-26 12:40:24
17089,17089,254.94,UPI,Success,2025-04-26 13:08:18
17090,17090,76.49,Cash,Success,2025-04-26 12:43:18
17091,17091,0.0,Wallet,Not_Applicable,
17092,17092,0.0,Card,Not_Applicable,
17093,17093,71.01,Cash,Success,2025-04-26 12:45:36
17094,17094,179.75,Cash,Success,2025-04-26 13:28:00
17095,17095,130.16,UPI,Success,2025-04-26 13:57:06
17096,17096,77.95,UPI,Success,2025-04-26 14:08:42
17097,17097,64.15,Cash,Success,2025-04-26 14:12:30
17098,17098,61.69,Card,Success,2025-04-26 14:11:06
17099,17099,0.0,Cash,Not_Applicable,
17100,17100,103.89,Card,Success,2025-04-26 14:33:18
17101,17101,92.39,UPI,Success,2025-04-26 14:39:36
17102,17102,81.81,Wallet,Success,2025-04-26 14:43:42
17103,17103,112.0,Card,Success,2025-04-26 14:26:54
17104,17104,120.93,Wallet,Success,2025-04-26 15:02:18
17105,17105,0.0,Card,Not_Applicable,
17106,17106,219.25,Wallet,Success,2025-04-26 14:47:42
17107,17107,109.37,Cash,Success,2025-04-26 15:04:00
17108,17108,75.89,Card,Success,2025-04-26 14:52:12
17109,17109,73.51,Wallet,Success,2025-04-26 15:17:06
17110,17110,190.46,Card,Success,2025-04-26 15:31:00
17111,17111,228.25,Card,Success,2025-04-26 15:37:24
17112,17112,230.34,Card,Success,2025-04-26 16:25:06
17113,17113,69.39,Card,Success,2025-04-26 15:57:06
17114,17114,0.0,Wallet,Not_Applicable,
17115,17115,122.9,Wallet,Success,2025-04-26 15:55:54
17116,17116,47.56,UPI,Success,2025-04-26 16:21:30
17117,17117,0.0,Wallet,Not_Applicable,
17118,17118,101.09,UPI,Success,2025-04-26 16:49:30
17119,17119,274.55,UPI,Success,2025-04-26 16:41:48
17120,17120,24.5,Cash,Success,2025-04-26 16:26:30
17121,17121,0.0,UPI,Not_Applicable,
17122,17122,0.0,Wallet,Not_Applicable,
17123,17123,69.21,UPI,Success,2025-04-26 16:59:00
17124,17124,71.92,Wallet,Success,2025-04-26 17:04:12
17125,17125,90.5,UPI,Refunded,2025-04-26 17:13:18
17126,17126,61.47,Cash,Success,2025-04-26 17:11:54
17127,17127,172.58,UPI,Success,2025-04-26 17:40:36
17128,17128,129.52,Wallet,Success,2025-04-26 17:18:12
17129,17129,106.51,Cash,Success,2025-04-26 17:49:24
17130,17130,28.07,UPI,Success,2025-04-26 17:59:54
17131,17131,266.97,Card,Success,2025-04-26 18:22:18
17132,17132,0.0,Card,Not_Applicable,
17133,17133,31.14,Card,Success,2025-04-26 18:19:00
17134,17134,144.97,UPI,Success,2025-04-26 18:33:06
17135,17135,0.0,UPI,Not_Applicable,
17136,17136,0.0,UPI,Not_Applicable,
17137,17137,207.14,UPI,Success,2025-04-26 19:16:36
17138,17138,0.0,UPI,Not_Applicable,
17139,17139,0.0,UPI,Not_Applicable,
17140,17140,0.0,Card,Not_Applicable,
17141,17141,0.0,Wallet,Not_Applicable,
17142,17142,150.22,UPI,Success,2025-04-26 19:18:36
17143,17143,119.2,Card,Success,2025-04-26 19:03:54
17144,17144,182.24,Card,Success,2025-04-26 19:15:24
17145,17145,271.8,UPI,Success,2025-04-26 19:15:18
17146,17146,232.26,Wallet,Success,2025-04-26 19:34:06
17147,17147,417.85,Cash,Success,2025-04-26 20:01:54
17148,17148,279.55,Cash,Success,2025-04-26 19:54:48
17149,17149,0.0,UPI,Not_Applicable,
17150,17150,149.58,Wallet,Success,2025-04-26 19:50:18
17151,17151,41.8,Cash,Success,2025-04-26 19:37:42
17152,17152,139.73,Card,Success,2025-04-26 19:34:24
17153,17153,137.05,Card,Success,2025-04-26 19:41:00
17154,17154,327.44,UPI,Success,2025-04-26 20:01:30
17155,17155,56.96,Cash,Success,2025-04-26 19:42:12
17156,17156,211.36,Card,Success,2025-04-26 20:09:06
17157,17157,0.0,Card,Not_Applicable,
17158,17158,111.27,UPI,Success,2025-04-26 20:04:18
17159,17159,147.58,UPI,Success,2025-04-26 20:00:12
17160,17160,118.93,Wallet,Success,2025-04-26 20:14:06
17161,17161,87.12,Wallet,Success,2025-04-26 20:09:06
17162,17162,0.0,UPI,Not_Applicable,
17163,17163,411.94,Cash,Success,2025-04-26 20:36:06
17164,17164,126.73,Card,Success,2025-04-26 20:21:12
17165,17165,0.0,Card,Not_Applicable,
17166,17166,0.0,Wallet,Not_Applicable,
17167,17167,0.0,UPI,Not_Applicable,
17168,17168,464.13,UPI,Success,2025-04-26 21:26:42
17169,17169,48.33,UPI,Success,2025-04-26 21:05:42
17170,17170,216.81,Card,Success,2025-04-26 21:28:48
17171,17171,0.0,Card,Not_Applicable,
17172,17172,257.12,UPI,Success,2025-04-26 21:52:36
17173,17173,78.91,UPI,Success,2025-04-26 22:02:36
17174,17174,0.0,Card,Not_Applicable,
17175,17175,71.74,Card,Success,2025-04-26 22:33:48
17176,17176,0.0,UPI,Not_Applicable,
17177,17177,106.2,UPI,Success,2025-04-26 22:31:24
17178,17178,96.6,Card,Success,2025-04-26 22:46:06
17179,17179,216.21,Card,Success,2025-04-26 23:24:12
17180,17180,0.0,UPI,Not_Applicable,
17181,17181,163.45,Card,Success,2025-04-26 23:55:36
17182,17182,0.0,Wallet,Not_Applicable,
17183,17183,80.36,Card,Success,2025-04-27 01:34:18
17184,17184,0.0,UPI,Not_Applicable,
17185,17185,0.0,UPI,Not_Applicable,
17186,17186,0.0,Wallet,Not_Applicable,
17187,17187,187.61,Wallet,Success,2025-04-27 03:41:00
17188,17188,0.0,Card,Not_Applicable,
17189,17189,118.92,Cash,Success,2025-04-27 05:51:30
17190,17190,297.84,Wallet,Success,2025-04-27 06:48:12
17191,17191,212.85,UPI,Success,2025-04-27 07:17:48
17192,17192,122.51,Card,Success,2025-04-27 07:34:06
17193,17193,146.08,Wallet,Success,2025-04-27 07:37:24
17194,17194,0.0,Card,Not_Applicable,
17195,17195,137.82,UPI,Success,2025-04-27 07:20:00
17196,17196,0.0,Wallet,Not_Applicable,
17197,17197,0.0,Wallet,Not_Applicable,
17198,17198,127.07,UPI,Success,2025-04-27 07:55:24
17199,17199,42.11,UPI,Success,2025-04-27 07:41:42
17200,17200,237.52,UPI,Success,2025-04-27 07:48:06
17201,17201,0.0,Cash,Not_Applicable,
17202,17202,0.0,Cash,Not_Applicable,
17203,17203,59.57,UPI,Success,2025-04-27 08:00:12
17204,17204,339.8,UPI,Success,2025-04-27 08:08:54
17205,17205,111.48,Card,Success,2025-04-27 08:03:06
17206,17206,42.03,UPI,Success,2025-04-27 07:46:00
17207,17207,139.42,Cash,Success,2025-04-27 07:52:06
17208,17208,76.41,Cash,Success,2025-04-27 08:15:42
17209,17209,88.06,Card,Success,2025-04-27 08:18:06
17210,17210,84.01,Wallet,Success,2025-04-27 08:23:18
17211,17211,115.16,Cash,Success,2025-04-27 08:15:12
17212,17212,85.04,Wallet,Success,2025-04-27 08:20:00
17213,17213,709.54,UPI,Success,2025-04-27 08:57:18
17214,17214,213.2,Card,Success,2025-04-27 09:32:54
17215,17215,111.57,Card,Success,2025-04-27 08:43:48
17216,17216,212.6,Cash,Success,2025-04-27 08:48:54
17217,17217,0.0,Cash,Not_Applicable,
17218,17218,0.0,Wallet,Not_Applicable,
17219,17219,347.17,Card,Success,2025-04-27 09:04:24
17220,17220,309.42,Card,Success,2025-04-27 09:18:42
17221,17221,64.55,Cash,Success,2025-04-27 09:00:48
17222,17222,0.0,UPI,Not_Applicable,
17223,17223,109.9,Card,Success,2025-04-27 09:00:48
17224,17224,92.19,Card,Success,2025-04-27 09:16:48
17225,17225,148.09,UPI,Success,2025-04-27 09:37:18
17226,17226,0.0,Card,Not_Applicable,
17227,17227,77.83,Wallet,Success,2025-04-27 09:49:54
17228,17228,463.67,UPI,Success,2025-04-27 10:03:00
17229,17229,177.45,UPI,Success,2025-04-27 10:08:48
17230,17230,119.71,UPI,Failed,2025-04-27 10:22:24
17231,17231,28.21,UPI,Success,2025-04-27 10:08:54
17232,17232,68.38,Card,Success,2025-04-27 10:41:12
17233,17233,147.14,Card,Success,2025-04-27 10:45:48
17234,17234,142.21,Card,Success,2025-04-27 10:49:48
17235,17235,133.05,Wallet,Success,2025-04-27 11:06:24
17236,17236,171.24,Cash,Success,2025-04-27 11:54:36
17237,17237,98.7,Card,Success,2025-04-27 11:59:12
17238,17238,84.29,Card,Success,2025-04-27 11:43:42
17239,17239,156.8,UPI,Success,2025-04-27 11:59:12
17240,17240,70.11,UPI,Success,2025-04-27 11:55:42
17241,17241,142.21,UPI,Success,2025-04-27 12:01:36
17242,17242,215.6,UPI,Success,2025-04-27 12:04:12
17243,17243,441.1,Wallet,Success,2025-04-27 12:53:48
17244,17244,215.05,UPI,Success,2025-04-27 12:13:00
17245,17245,0.0,Cash,Not_Applicable,
17246,17246,55.1,Card,Success,2025-04-27 12:12:36
17247,17247,134.43,Card,Success,2025-04-27 12:15:00
17248,17248,0.0,Cash,Not_Applicable,
17249,17249,182.31,Card,Success,2025-04-27 12:20:42
17250,17250,180.37,UPI,Success,2025-04-27 12:40:18
17251,17251,78.17,UPI,Success,2025-04-27 12:41:36
17252,17252,84.3,Card,Success,2025-04-27 12:58:18
17253,17253,284.52,Wallet,Success,2025-04-27 13:01:42
17254,17254,71.2,Wallet,Success,2025-04-27 13:07:06
17255,17255,0.0,Cash,Not_Applicable,
17256,17256,207.81,Card,Success,2025-04-27 13:36:18
17257,17257,109.34,Wallet,Success,2025-04-27 13:46:12
17258,17258,200.24,Card,Success,2025-04-27 13:54:06
17259,17259,41.75,UPI,Success,2025-04-27 14:09:30
17260,17260,309.76,UPI,Success,2025-04-27 14:34:36
17261,17261,83.43,UPI,Success,2025-04-27 14:13:12
17262,17262,130.88,UPI,Success,2025-04-27 14:48:30
17263,17263,42.02,Cash,Success,2025-04-27 14:29:00
17264,17264,41.27,Cash,Success,2025-04-27 14:44:12
17265,17265,170.41,Wallet,Success,2025-04-27 14:55:48
17266,17266,69.88,Card,Success,2025-04-27 15:14:00
17267,17267,212.73,Cash,Success,2025-04-27 15:41:54
17268,17268,0.0,Cash,Not_Applicable,
17269,17269,170.5,UPI,Success,2025-04-27 15:28:00
17270,17270,218.94,Card,Success,2025-04-27 15:42:42
17271,17271,111.47,Card,Success,2025-04-27 15:31:18
17272,17272,0.0,Card,Not_Applicable,
17273,17273,103.85,UPI,Success,2025-04-27 15:49:36
17274,17274,172.76,Card,Success,2025-04-27 15:39:42
17275,17275,59.52,Wallet,Success,2025-04-27 16:09:30
17276,17276,73.94,UPI,Success,2025-04-27 16:33:36
17277,17277,93.86,Card,Success,2025-04-27 16:31:00
17278,17278,424.27,Card,Success,2025-04-27 16:48:12
17279,17279,0.0,UPI,Not_Applicable,
17280,17280,55.19,Card,Success,2025-04-27 17:04:48
17281,17281,215.21,UPI,Success,2025-04-27 17:30:36
17282,17282,145.87,Card,Success,2025-04-27 17:41:30
17283,17283,144.2,Cash,Success,2025-04-27 17:30:48
17284,17284,152.83,UPI,Failed,2025-04-27 17:20:18
17285,17285,66.46,Card,Success,2025-04-27 17:23:12
17286,17286,386.53,UPI,Success,2025-04-27 17:43:18
17287,17287,84.29,Card,Refunded,2025-04-27 17:30:12
17288,17288,57.3,UPI,Success,2025-04-27 17:40:06
17289,17289,161.42,Wallet,Success,2025-04-27 18:10:06
17290,17290,194.17,Card,Success,2025-04-27 17:46:18
17291,17291,0.0,Wallet,Not_Applicable,
17292,17292,82.62,UPI,Success,2025-04-27 18:04:12
17293,17293,63.72,Card,Success,2025-04-27 18:11:48
17294,17294,0.0,Card,Not_Applicable,
17295,17295,150.78,UPI,Success,2025-04-27 18:31:48
17296,17296,0.0,UPI,Not_Applicable,
17297,17297,214.97,UPI,Success,2025-04-27 18:16:12
17298,17298,59.2,UPI,Success,2025-04-27 18:18:00
17299,17299,215.12,UPI,Success,2025-04-27 18:51:54
17300,17300,265.25,Cash,Success,2025-04-27 18:54:18
17301,17301,0.0,Wallet,Not_Applicable,
17302,17302,0.0,Wallet,Not_Applicable,
17303,17303,0.0,Card,Not_Applicable,
17304,17304,0.0,Card,Not_Applicable,
17305,17305,335.64,Wallet,Success,2025-04-27 19:09:42
17306,17306,277.31,Wallet,Success,2025-04-27 19:34:12
17307,17307,136.84,Card,Success,2025-04-27 19:46:54
17308,17308,0.0,UPI,Not_Applicable,
17309,17309,155.5,UPI,Success,2025-04-27 19:45:00
17310,17310,178.99,Card,Success,2025-04-27 20:05:36
17311,17311,170.62,Card,Success,2025-04-27 20:31:12
17312,17312,49.28,UPI,Success,2025-04-27 19:44:00
17313,17313,0.0,UPI,Not_Applicable,
17314,17314,86.49,UPI,Failed,2025-04-27 20:46:06
17315,17315,0.0,Card,Not_Applicable,
17316,17316,0.0,UPI,Not_Applicable,
17317,17317,213.26,UPI,Success,2025-04-27 21:37:24
17318,17318,267.88,Cash,Success,2025-04-27 21:19:42
17319,17319,0.0,Cash,Not_Applicable,
17320,17320,143.64,Wallet,Success,2025-04-27 21:47:30
17321,17321,158.82,UPI,Success,2025-04-27 21:51:12
17322,17322,154.85,Card,Success,2025-04-27 21:40:30
17323,17323,119.25,Card,Success,2025-04-27 22:06:06
17324,17324,0.0,Card,Not_Applicable,
17325,17325,168.75,UPI,Success,2025-04-27 22:05:18
17326,17326,184.81,Wallet,Success,2025-04-27 22:09:24
17327,17327,0.0,Wallet,Not_Applicable,
17328,17328,0.0,UPI,Not_Applicable,
17329,17329,40.6,UPI,Success,2025-04-27 22:48:24
17330,17330,29.23,Wallet,Success,2025-04-27 22:56:24
17331,17331,26.39,UPI,Success,2025-04-27 23:35:30
17332,17332,240.65,UPI,Success,2025-04-27 23:55:48
17333,17333,91.77,Card,Success,2025-04-28 00:56:06
17334,17334,89.6,Wallet,Success,2025-04-28 01:27:18
17335,17335,125.66,Card,Success,2025-04-28 01:14:18
17336,17336,0.0,Card,Not_Applicable,
17337,17337,0.0,UPI,Not_Applicable,
17338,17338,313.89,UPI,Success,2025-04-28 02:26:06
17339,17339,64.71,UPI,Success,2025-04-28 03:03:06
17340,17340,235.72,Card,Success,2025-04-28 03:43:30
17341,17341,67.72,Card,Success,2025-04-28 03:45:30
17342,17342,189.43,Wallet,Success,2025-04-28 04:04:36
17343,17343,230.65,UPI,Success,2025-04-28 04:55:18
17344,17344,291.08,Cash,Success,2025-04-28 05:16:30
17345,17345,328.08,Wallet,Success,2025-04-28 05:12:48
17346,17346,203.08,UPI,Success,2025-04-28 05:17:00
17347,17347,234.22,UPI,Success,2025-04-28 06:10:06
17348,17348,0.0,Card,Not_Applicable,
17349,17349,23.96,UPI,Success,2025-04-28 06:21:36
17350,17350,80.48,UPI,Success,2025-04-28 06:48:06
17351,17351,27.19,UPI,Success,2025-04-28 06:37:00
17352,17352,131.5,UPI,Success,2025-04-28 06:47:00
17353,17353,53.35,UPI,Success,2025-04-28 06:52:48
17354,17354,129.8,UPI,Success,2025-04-28 07:25:12
17355,17355,0.0,Card,Not_Applicable,
17356,17356,83.05,Wallet,Success,2025-04-28 07:18:48
17357,17357,424.09,Wallet,Success,2025-04-28 07:48:24
17358,17358,177.7,UPI,Success,2025-04-28 07:40:24
17359,17359,0.0,Wallet,Not_Applicable,
17360,17360,96.6,Card,Success,2025-04-28 07:35:00
17361,17361,94.83,Card,Success,2025-04-28 07:48:36
17362,17362,115.99,Card,Success,2025-04-28 08:02:54
17363,17363,51.47,Card,Success,2025-04-28 08:17:06
17364,17364,183.25,UPI,Success,2025-04-28 08:13:30
17365,17365,101.33,Card,Refunded,2025-04-28 08:32:30
17366,17366,0.0,Card,Not_Applicable,
17367,17367,0.0,Card,Not_Applicable,
17368,17368,382.44,Card,Failed,2025-04-28 09:08:18
17369,17369,368.61,Card,Success,2025-04-28 09:16:00
17370,17370,61.41,Cash,Success,2025-04-28 08:58:42
17371,17371,43.98,Card,Success,2025-04-28 08:55:12
17372,17372,119.11,UPI,Success,2025-04-28 08:59:54
17373,17373,0.0,UPI,Not_Applicable,
17374,17374,91.5,UPI,Success,2025-04-28 09:37:24
17375,17375,156.04,Wallet,Success,2025-04-28 09:13:48
17376,17376,0.0,UPI,Not_Applicable,
17377,17377,0.0,Wallet,Not_Applicable,
17378,17378,263.69,Card,Success,2025-04-28 10:32:06
17379,17379,592.68,UPI,Success,2025-04-28 10:25:24
17380,17380,79.6,Card,Success,2025-04-28 10:10:48
17381,17381,58.93,UPI,Success,2025-04-28 10:12:06
17382,17382,0.0,UPI,Not_Applicable,
17383,17383,220.44,Card,Success,2025-04-28 11:04:00
17384,17384,42.35,UPI,Success,2025-04-28 10:57:00
17385,17385,0.0,Card,Not_Applicable,
17386,17386,26.42,Card,Success,2025-04-28 11:08:06
17387,17387,92.61,Wallet,Success,2025-04-28 11:23:00
17388,17388,28.39,Wallet,Success,2025-04-28 11:57:12
17389,17389,158.31,UPI,Success,2025-04-28 12:01:42
17390,17390,108.92,UPI,Success,2025-04-28 12:36:18
17391,17391,98.93,Wallet,Success,2025-04-28 12:27:36
17392,17392,255.23,Card,Success,2025-04-28 12:55:30
17393,17393,173.36,Card,Success,2025-04-28 13:19:42
17394,17394,146.53,Wallet,Success,2025-04-28 12:55:06
17395,17395,91.68,Cash,Success,2025-04-28 12:57:06
17396,17396,54.18,Cash,Success,2025-04-28 13:03:18
17397,17397,211.01,UPI,Success,2025-04-28 13:04:12
17398,17398,0.0,UPI,Not_Applicable,
17399,17399,144.14,Card,Success,2025-04-28 13:39:30
17400,17400,53.18,UPI,Success,2025-04-28 13:34:30
17401,17401,34.92,Card,Success,2025-04-28 13:20:06
17402,17402,92.1,UPI,Success,2025-04-28 13:49:30
17403,17403,48.1,UPI,Success,2025-04-28 13:37:18
17404,17404,116.6,UPI,Success,2025-04-28 13:46:18
17405,17405,40.09,Card,Success,2025-04-28 13:41:00
17406,17406,243.58,Card,Success,2025-04-28 14:04:24
17407,17407,375.35,UPI,Success,2025-04-28 14:34:24
17408,17408,69.43,Cash,Success,2025-04-28 14:20:24
17409,17409,65.75,UPI,Success,2025-04-28 14:27:36
17410,17410,0.0,Card,Not_Applicable,
17411,17411,0.0,Card,Not_Applicable,
17412,17412,25.97,Card,Success,2025-04-28 14:42:00
17413,17413,76.93,UPI,Success,2025-04-28 14:49:24
17414,17414,84.03,Card,Success,2025-04-28 15:18:42
17415,17415,105.81,UPI,Success,2025-04-28 15:08:18
17416,17416,56.76,Card,Success,2025-04-28 15:25:48
17417,17417,197.54,Card,Success,2025-04-28 15:25:42
17418,17418,279.07,UPI,Success,2025-04-28 15:43:12
17419,17419,112.89,UPI,Success,2025-04-28 15:24:36
17420,17420,112.03,Card,Success,2025-04-28 15:44:24
17421,17421,88.1,UPI,Success,2025-04-28 16:17:12
17422,17422,0.0,UPI,Not_Applicable,
17423,17423,41.74,Cash,Success,2025-04-28 16:05:24
17424,17424,234.98,Card,Success,2025-04-28 17:29:36
17425,17425,135.37,Card,Success,2025-04-28 16:39:42
17426,17426,53.75,UPI,Success,2025-04-28 16:41:48
17427,17427,176.97,UPI,Success,2025-04-28 17:07:24
17428,17428,149.63,UPI,Success,2025-04-28 16:39:54
17429,17429,143.24,Card,Success,2025-04-28 17:00:18
17430,17430,235.01,Card,Success,2025-04-28 17:06:06
17431,17431,56.75,UPI,Success,2025-04-28 17:16:54
17432,17432,33.8,Card,Success,2025-04-28 17:17:30
17433,17433,101.52,Card,Success,2025-04-28 17:33:12
17434,17434,170.41,Cash,Success,2025-04-28 17:18:42
17435,17435,57.23,UPI,Success,2025-04-28 17:25:48
17436,17436,241.99,UPI,Success,2025-04-28 17:34:48
17437,17437,40.27,Wallet,Success,2025-04-28 17:43:00
17438,17438,46.67,Wallet,Success,2025-04-28 17:31:54
17439,17439,0.0,UPI,Not_Applicable,
17440,17440,72.01,Card,Failed,2025-04-28 18:25:18
17441,17441,71.08,UPI,Success,2025-04-28 18:15:48
17442,17442,152.43,UPI,Success,2025-04-28 18:37:48
17443,17443,38.76,UPI,Success,2025-04-28 18:18:18
17444,17444,37.88,UPI,Success,2025-04-28 18:31:42
17445,17445,0.0,UPI,Not_Applicable,
17446,17446,0.0,Cash,Not_Applicable,
17447,17447,109.68,UPI,Success,2025-04-28 18:33:12
17448,17448,39.57,Cash,Success,2025-04-28 18:37:30
17449,17449,365.91,UPI,Success,2025-04-28 19:06:12
17450,17450,227.83,Card,Success,2025-04-28 19:05:06
17451,17451,91.57,Wallet,Success,2025-04-28 19:01:12
17452,17452,131.64,Card,Success,2025-04-28 19:04:18
17453,17453,316.13,Wallet,Success,2025-04-28 19:10:42
17454,17454,122.3,Wallet,Success,2025-04-28 19:02:42
17455,17455,109.32,Cash,Success,2025-04-28 19:09:42
